source,source_family,protocol,seed_start,representation,representation_family,evaluation_mode,subset,systems,n_samples,n_true_classes,kmeans_ari,kmeans_nmi,hdbscan_ari_all,hdbscan_ari_core,hdbscan_clusters,hdbscan_noise,knn3_accuracy,knn3_accuracy_std,notes
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.3464696223316913,0.598105502370886,0.4646882308691787,0.47151901172229355,5,1,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,-0.0707070707070707,0.1510656397890323,0.31363170661687045,0.3198773705308427,4,1,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,PCA-whitened multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,refit_subset,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.5340588355108098,0.6992588872314642,0.6598430629980385,0.6607150047643917,3,1,0.9541666666666666,0.049738901609638835,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,refit_subset,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.43471131639722865,0.5744476182995909,0.5297804898720231,0.5378795181007877,2,1,0.9450000000000001,0.03259601202601322,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.4833443344334433,0.6314985757305268,0.5382830626450116,0.5382830626450116,2,0,0.95,0.04999999999999999,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.22195497630331754,0.29043719179661037,-0.106969509809311,-0.09206557758660246,2,11,0.9375,0.04419417382415922,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,refit_subset,ew_kpz_only,EW/KPZ only,80,2,0.293580333963655,0.2318018686741572,0.15390819058679311,0.4353996654670789,5,32,0.925,0.08149003006503311,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.5340588355108098,0.6992588872314642,0.6598430629980385,0.6607150047643917,3,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.4116249014972419,0.5385211337567458,0.5329682934222492,0.5320609977407947,2,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.43493438735177864,0.6001410895795747,0.5366041123309274,0.5357418775859039,3,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.16860566677147748,0.2400912472278808,0.01614569029208459,-0.008418140973882177,2,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed71000\summary.json,exp70_sweep,equal,71000,matched effective exponent geometry,effective_exponent,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,-0.0024108615657911434,0.0,0.0,nan,1,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,single-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6049586776859505,0.7864379259835008,0.5662431941923775,0.5662431941923775,6,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,single-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,single-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,single-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.24644549763033174,0.3437110184854493,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,single-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,raw multi-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6049586776859505,0.7864379259835008,0.5662431941923775,0.5662431941923775,6,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,raw multi-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,raw multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,raw multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.24644549763033174,0.3437110184854493,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,raw multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,cross-L engineered features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.4957805907172996,0.7438478550696794,0.4901731773198986,0.4559484558832322,5,27,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,cross-L engineered features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.3464696223316913,0.598105502370886,0.384335183644522,0.3107569721115538,4,27,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,cross-L engineered features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.3464696223316913,0.598105502370886,0.384335183644522,0.3107569721115538,4,27,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,cross-L engineered features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,-0.0707070707070707,0.1510656397890323,0.20275700723866918,0.0008010886589467738,3,27,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,cross-L engineered features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,0.0,0.0,0.7771858351613914,1.0,2,27,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,PCA-whitened multi-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.4957805907172996,0.7438478550696794,0.5161192123388518,0.5363907682057237,6,13,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,PCA-whitened multi-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.3464696223316913,0.598105502370886,0.421007391937567,0.4337180333911868,5,13,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.3464696223316913,0.598105502370886,0.46050329095909903,0.4740505693754634,5,2,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,-0.0707070707070707,0.1510656397890323,0.30945760741183065,0.3218150134922469,4,2,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,PCA-whitened multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,refit_subset,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6150564896683484,0.7773785859507217,0.6976788694025957,0.8445592071226358,5,20,0.9791666666666667,0.020833333333333315,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,refit_subset,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.746593117803942,0.769513313644032,0.48379901563091565,0.6333791037323679,4,22,0.985,0.022360679774997918,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.9837473835604125,0.9724951255887974,0.9878298408130227,1.0,3,1,1.0,0.0,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.9734855754860349,0.9420834583178888,0.4107787568082825,0.557100861870511,4,17,1.0,0.0,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,refit_subset,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,1.0,0.0,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6150564896683484,0.7773785859507217,0.6976788694025957,0.8445592071226358,5,20,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.5126104901793787,0.657503724857478,0.6266668451846992,0.8000374599479574,4,20,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.6603872312564305,0.8148254574120349,0.638875672196221,0.815437364918211,5,20,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.5263261016209075,0.6693538515527168,0.503022626039764,0.7210062739736763,4,20,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed72000\summary.json,exp70_sweep,equal,72000,matched effective exponent geometry,effective_exponent,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,0.9753047827446076,0.9595407411952506,0.9753047827446076,1.0,2,1,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,single-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6049586776859505,0.7864379259835008,0.5662431941923775,0.5662431941923775,6,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,single-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,single-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,single-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.24644549763033174,0.3437110184854493,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,single-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,raw multi-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6049586776859505,0.7864379259835008,0.5662431941923775,0.5662431941923775,6,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,raw multi-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,raw multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,raw multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.24644549763033174,0.3437110184854493,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,raw multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,cross-L engineered features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.4957805907172996,0.7438478550696794,0.5546987661093805,0.5585651710666509,6,3,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,cross-L engineered features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.3464696223316913,0.598105502370886,0.4647997699921962,0.4669324733272956,5,3,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,cross-L engineered features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.3464696223316913,0.598105502370886,0.4647997699921962,0.4669324733272956,5,3,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,cross-L engineered features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,-0.0707070707070707,0.1510656397890323,0.31620179538307547,0.3122967804976667,4,3,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,cross-L engineered features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,0.0,0.0,0.9296730264899069,1.0,2,3,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,PCA-whitened multi-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.24367088607594936,0.5578858913022595,0.4486735870818916,0.3184931506849315,4,40,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,PCA-whitened multi-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.3184931506849315,0.5897275217561561,0.3184931506849315,0.05357142857142857,3,40,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.019704433497536946,0.30633714717416893,0.3184931506849315,0.3184931506849315,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,PCA-whitened multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.05357142857142857,0.26935583490799025,0.05357142857142857,0.05357142857142857,3,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,PCA-whitened multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,refit_subset,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.46937836866189436,0.6321635850401818,0.4076796651476163,0.5572239679651813,7,36,0.9375,0.02551551815399144,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,refit_subset,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.4435638995227857,0.5729205822491653,0.5214498520064049,0.5374778270710511,2,2,0.95,0.030618621784789708,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.4040307644011929,0.5987337019739329,0.5382830626450116,0.5382830626450116,2,0,0.9450000000000001,0.027386127875258286,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,refit_subset,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.19872037914691942,0.25158998622304896,0.24863961144604607,0.43219344064689486,3,35,0.94375,0.02614562582918986,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,refit_subset,ew_kpz_only,EW/KPZ only,80,2,0.5195471190134694,0.42294208687150836,0.9011327535859833,1.0,2,4,1.0,0.0,Subset reclustering from stored matched exponent vectors.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.46937836866189436,0.6321635850401818,0.4076796651476163,0.5572239679651813,7,36,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.33230590870166654,0.43742308785044837,0.29796143250688706,0.437397926827215,6,36,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.4257159250116752,0.5841699983394525,0.3019826308572378,0.44349626476903486,7,36,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.1947787384339587,0.25214192086612996,0.14318144095604102,0.24402721522002746,6,36,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_equal_seed73000\summary.json,exp70_sweep,equal,73000,matched effective exponent geometry,effective_exponent,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,0.1311737652469506,0.13106909850510537,0.5284930690357865,0.7549802660957735,4,13,nan,nan,Post-hoc restriction of all-system exponent partition; refit_subset rows are preferred.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,single-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.24367088607594936,0.5578858913022595,0.5267105872668512,0.5280711881583648,7,1,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,single-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.3184931506849315,0.5897275217561562,0.43374895225008586,0.4345408317667587,6,1,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,single-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.019704433497536946,0.30633714717416893,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,single-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.05357142857142857,0.26935583490799025,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,single-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,raw multi-L features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.6049586776859505,0.7864379259835008,0.5662431941923775,0.5662431941923775,6,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,raw multi-L features,feature,restrict_full_partition,no_ks,EW/KPZ/BD/Eden/RD,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,raw multi-L features,feature,restrict_full_partition,no_rd,EW/KPZ/BD/Eden/KS,200,3,0.49958088851634536,0.6712694853274367,0.4776902887139108,0.4776902887139108,5,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,raw multi-L features,feature,restrict_full_partition,no_rd_no_ks,EW/KPZ/BD/Eden,160,2,0.24644549763033174,0.3437110184854493,0.3291139240506329,0.3291139240506329,4,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,raw multi-L features,feature,restrict_full_partition,ew_kpz_only,EW/KPZ only,80,2,1.0,1.0,1.0,1.0,2,0,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,exp70_sweep,exp69,69000,cross-L engineered features,feature,restrict_full_partition,all_six,EW/KPZ/BD/Eden/RD/KS,240,4,0.4957805907172996,0.7438478550696794,0.4340030467391353,0.42785735111692563,5,26,nan,nan,Only cluster labels are stored for this feature representation; this is not a subset refit.
