dataset_family,representation,protocol,subset,target_label_set,method,n_runs,ari_universality_mean,ari_universality_min,ari_universality_max,ari_system_mean,ari_system_min,ari_system_max,system_minus_universality_ari_mean
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,agglomerative_average,1,0.518922,0.518922,0.518922,0.184471,0.184471,0.184471,-0.334451
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,agglomerative_complete,1,0.223706,0.223706,0.223706,0.0348833,0.0348833,0.0348833,-0.188823
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,agglomerative_ward,1,0.289781,0.289781,0.289781,0.401938,0.401938,0.401938,0.112156
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,gmm_diag,1,0.277984,0.277984,0.277984,0.653285,0.653285,0.653285,0.375301
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,gmm_full,1,0.278854,0.278854,0.278854,0.672838,0.672838,0.672838,0.393984
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,kmeans,1,0.289587,0.289587,0.289587,0.401671,0.401671,0.401671,0.112084
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,spectral_nearest,1,-0.00722115,-0.00722115,-0.00722115,0.223372,0.223372,0.223372,0.230593
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,microscopic_system,spectral_rbf,1,0.482068,0.482068,0.482068,0.138923,0.138923,0.138923,-0.343145
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,agglomerative_average,1,0.0311376,0.0311376,0.0311376,0.000926359,0.000926359,0.000926359,-0.0302112
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,agglomerative_complete,1,0.231217,0.231217,0.231217,0.043418,0.043418,0.043418,-0.187799
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,agglomerative_ward,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,gmm_diag,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,gmm_full,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,kmeans,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,spectral_nearest,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,universality,spectral_rbf,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_ks,variable_density,hdbscan,1,0.3464,0.3464,0.3464,0.47743,0.47743,0.47743,0.13103
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,agglomerative_average,1,-0.112773,-0.112773,-0.112773,0.166514,0.166514,0.166514,0.279287
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,agglomerative_complete,1,-0.0666601,-0.0666601,-0.0666601,0.170973,0.170973,0.170973,0.237633
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,agglomerative_ward,1,0.247516,0.247516,0.247516,0.42556,0.42556,0.42556,0.178044
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,gmm_diag,1,0.280211,0.280211,0.280211,0.644037,0.644037,0.644037,0.363825
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,gmm_full,1,0.381899,0.381899,0.381899,0.506447,0.506447,0.506447,0.124547
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,kmeans,1,0.234221,0.234221,0.234221,0.423395,0.423395,0.423395,0.189174
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,spectral_nearest,1,0.252645,0.252645,0.252645,0.495979,0.495979,0.495979,0.243334
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,microscopic_system,spectral_rbf,1,-0.128775,-0.128775,-0.128775,0.139017,0.139017,0.139017,0.267792
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,agglomerative_average,1,-0.107077,-0.107077,-0.107077,0.173051,0.173051,0.173051,0.280129
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,agglomerative_complete,1,-0.117816,-0.117816,-0.117816,0.160703,0.160703,0.160703,0.278519
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,agglomerative_ward,1,-0.113786,-0.113786,-0.113786,0.165348,0.165348,0.165348,0.279134
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,gmm_diag,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,gmm_full,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,kmeans,1,-0.116939,-0.116939,-0.116939,0.161715,0.161715,0.161715,0.278654
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,spectral_nearest,1,0.125216,0.125216,0.125216,0.356817,0.356817,0.356817,0.231601
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,universality,spectral_rbf,1,-0.108199,-0.108199,-0.108199,0.171765,0.171765,0.171765,0.279965
feature,6D spatial morphology,stored exp62 feature matrix,no_rd,variable_density,hdbscan,1,0.348571,0.348571,0.348571,0.480243,0.480243,0.480243,0.131672
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,agglomerative_average,1,-0.11259,-0.11259,-0.11259,0.261819,0.261819,0.261819,0.374409
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,agglomerative_complete,1,-0.123721,-0.123721,-0.123721,0.243296,0.243296,0.243296,0.367017
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,agglomerative_ward,1,-0.0363578,-0.0363578,-0.0363578,0.244655,0.244655,0.244655,0.281013
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,gmm_diag,1,0.0334681,0.0334681,0.0334681,0.529826,0.529826,0.529826,0.496358
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,gmm_full,1,0.14307,0.14307,0.14307,0.351728,0.351728,0.351728,0.208659
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,kmeans,1,-0.02602,-0.02602,-0.02602,0.236732,0.236732,0.236732,0.262752
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,spectral_nearest,1,0.0289697,0.0289697,0.0289697,0.333205,0.333205,0.333205,0.304235
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,microscopic_system,spectral_rbf,1,-0.114882,-0.114882,-0.114882,0.258036,0.258036,0.258036,0.372919
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,agglomerative_average,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,agglomerative_complete,1,-0.0954226,-0.0954226,-0.0954226,0.132669,0.132669,0.132669,0.228092
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,agglomerative_ward,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,gmm_diag,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,gmm_full,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,kmeans,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,spectral_nearest,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,universality,spectral_rbf,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
feature,6D spatial morphology,stored exp62 feature matrix,no_rd_no_ks,variable_density,hdbscan,1,-0.0686767,-0.0686767,-0.0686767,0.331237,0.331237,0.331237,0.399914
