dataset_id,source,dataset_family,representation,protocol,seed_start,subset,systems,n_samples,n_systems,n_universality_classes,target_label_set,method,requested_n_clusters,status,n_clusters_found,n_noise,ari_universality_all,ari_system_all,nmi_universality_all,nmi_system_all,system_minus_universality_ari_all,ari_universality_core,ari_system_core,system_minus_universality_ari_core
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,kmeans,6,ok,6,0,0.577869,0.592963,0.782692,0.708999,0.0150938,0.577869,0.592963,0.0150938
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,gmm_full,6,ok,6,0,0.534668,0.711187,0.766199,0.805512,0.176519,0.534668,0.711187,0.176519
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,gmm_diag,6,ok,6,0,0.6456,0.678259,0.844039,0.794938,0.0326597,0.6456,0.678259,0.0326597
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,agglomerative_ward,6,ok,6,0,0.677192,0.609183,0.828822,0.751661,-0.0680091,0.677192,0.609183,-0.0680091
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,agglomerative_average,6,ok,6,0,0.795591,0.55532,0.868644,0.741896,-0.24027,0.795591,0.55532,-0.24027
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,agglomerative_complete,6,ok,6,0,0.879905,0.508661,0.876283,0.739082,-0.371244,0.879905,0.508661,-0.371244
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,spectral_nearest,6,ok,6,0,0.65347,0.545992,0.816488,0.729844,-0.107479,0.65347,0.545992,-0.107479
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,spectral_rbf,6,ok,6,0,0.945789,0.511558,0.933783,0.765759,-0.434231,0.945789,0.511558,-0.434231
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,variable_density,hdbscan,,ok,5,14,0.879193,0.481019,0.848836,0.716814,-0.398174,0.959571,0.507993,-0.451577
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,kmeans,3,ok,3,0,0.843234,0.456439,0.817451,0.647559,-0.386795,0.843234,0.456439,-0.386795
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,gmm_full,3,ok,3,0,0.722308,0.454228,0.773675,0.636573,-0.268079,0.722308,0.454228,-0.268079
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,gmm_diag,3,ok,3,0,1,0.47769,1,0.742483,-0.52231,1,0.47769,-0.52231
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,agglomerative_ward,3,ok,3,0,0.967667,0.472683,0.952353,0.716804,-0.494984,0.967667,0.472683,-0.494984
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,agglomerative_average,3,ok,3,0,1,0.47769,1,0.742483,-0.52231,1,0.47769,-0.52231
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,agglomerative_complete,3,ok,3,0,0.502597,0.378943,0.576767,0.559039,-0.123653,0.502597,0.378943,-0.123653
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,spectral_nearest,3,ok,3,0,0.983781,0.463265,0.97238,0.721429,-0.520515,0.983781,0.463265,-0.520515
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,universality,spectral_rbf,3,ok,3,0,0.952057,0.435735,0.934266,0.692046,-0.516323,0.952057,0.435735,-0.516323
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,kmeans,5,ok,5,0,0.476307,0.615275,0.707508,0.72016,0.138968,0.476307,0.615275,0.138968
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,gmm_full,5,ok,5,0,0.460587,0.610505,0.695431,0.714448,0.149918,0.460587,0.610505,0.149918
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,gmm_diag,5,ok,5,0,0.488349,0.591194,0.730321,0.712172,0.102845,0.488349,0.591194,0.102845
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,agglomerative_ward,5,ok,5,0,0.471304,0.628226,0.714542,0.725207,0.156922,0.471304,0.628226,0.156922
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,agglomerative_average,5,ok,5,0,0.757238,0.548618,0.850955,0.748423,-0.20862,0.757238,0.548618,-0.20862
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,agglomerative_complete,5,ok,5,0,0.573106,0.545142,0.713703,0.695062,-0.0279644,0.573106,0.545142,-0.0279644
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,spectral_nearest,5,ok,5,0,0.408505,0.496255,0.647232,0.651261,0.0877499,0.408505,0.496255,0.0877499
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,microscopic_system,spectral_rbf,5,ok,5,0,0.716265,0.516094,0.795933,0.722597,-0.200171,0.716265,0.516094,-0.200171
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_ks,EW/KPZ/BD/Eden/RD,200,5,3,variable_density,hdbscan,,ok,2,1,0.545201,0.207534,0.685172,0.474144,-0.337667,0.544392,0.20821,-0.336183
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,kmeans,3,ok,3,0,0.936031,0.468746,0.919474,0.702162,-0.467286,0.936031,0.468746,-0.467286
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,gmm_full,3,ok,3,0,0.604566,0.484842,0.716396,0.650841,-0.119724,0.604566,0.484842,-0.119724
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,gmm_diag,3,ok,3,0,1,0.47769,1,0.742483,-0.52231,1,0.47769,-0.52231
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,agglomerative_ward,3,ok,3,0,0.952057,0.435735,0.934266,0.692046,-0.516323,0.952057,0.435735,-0.516323
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,agglomerative_average,3,ok,3,0,0.952057,0.435735,0.934266,0.692046,-0.516323,0.952057,0.435735,-0.516323
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,agglomerative_complete,3,ok,3,0,0.848577,0.352996,0.842797,0.620215,-0.495581,0.848577,0.352996,-0.495581
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,spectral_nearest,3,ok,3,0,0.951855,0.458429,0.924934,0.695949,-0.493427,0.951855,0.458429,-0.493427
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,universality,spectral_rbf,3,ok,3,0,0.936415,0.433349,0.906993,0.676734,-0.503066,0.936415,0.433349,-0.503066
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,kmeans,5,ok,5,0,0.48686,0.498217,0.688834,0.612056,0.0113572,0.48686,0.498217,0.0113572
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,gmm_full,5,ok,5,0,0.437292,0.640254,0.666199,0.73953,0.202962,0.437292,0.640254,0.202962
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,gmm_diag,5,ok,5,0,0.483596,0.602882,0.728672,0.717941,0.119285,0.483596,0.602882,0.119285
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,agglomerative_ward,5,ok,5,0,0.613574,0.456272,0.768501,0.610603,-0.157302,0.613574,0.456272,-0.157302
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,agglomerative_average,5,ok,5,0,0.743782,0.456842,0.805398,0.645822,-0.28694,0.743782,0.456842,-0.28694
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,agglomerative_complete,5,ok,5,0,0.731572,0.417694,0.768489,0.609418,-0.313878,0.731572,0.417694,-0.313878
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,spectral_nearest,5,ok,5,0,0.57377,0.440075,0.734254,0.634758,-0.133695,0.57377,0.440075,-0.133695
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,microscopic_system,spectral_rbf,5,ok,5,0,0.929476,0.412658,0.896543,0.667655,-0.516819,0.929476,0.412658,-0.516819
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd,EW/KPZ/BD/Eden/KS,200,5,3,variable_density,hdbscan,,ok,3,5,0.489251,0.147097,0.60777,0.434028,-0.342154,0.479801,0.147321,-0.33248
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,kmeans,2,ok,2,0,0.921943,0.318037,0.863954,0.511258,-0.603906,0.921943,0.318037,-0.603906
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,gmm_full,2,ok,2,0,0.370231,0.345702,0.413606,0.451009,-0.0245284,0.370231,0.345702,-0.0245284
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,gmm_diag,2,ok,2,0,1,0.329114,1,0.57716,-0.670886,1,0.329114,-0.670886
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,agglomerative_ward,2,ok,2,0,1,0.329114,1,0.57716,-0.670886,1,0.329114,-0.670886
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,agglomerative_average,2,ok,2,0,1,0.329114,1,0.57716,-0.670886,1,0.329114,-0.670886
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,agglomerative_complete,2,ok,2,0,0.73943,0.172491,0.654588,0.36599,-0.566939,0.73943,0.172491,-0.566939
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,spectral_nearest,2,ok,2,0,1,0.329114,1,0.57716,-0.670886,1,0.329114,-0.670886
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,universality,spectral_rbf,2,ok,2,0,0.973311,0.310865,0.941465,0.541946,-0.662446,0.973311,0.310865,-0.662446
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,kmeans,4,ok,4,0,0.336192,0.536078,0.52272,0.633917,0.199886,0.336192,0.536078,0.199886
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,gmm_full,4,ok,4,0,0.340478,0.697616,0.581891,0.726461,0.357138,0.340478,0.697616,0.357138
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,gmm_diag,4,ok,4,0,0.33669,0.469331,0.554454,0.587995,0.132642,0.33669,0.469331,0.132642
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,agglomerative_ward,4,ok,4,0,0.385014,0.584392,0.59833,0.682609,0.199378,0.385014,0.584392,0.199378
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,agglomerative_average,4,ok,4,0,0.647422,0.412154,0.729939,0.615331,-0.235268,0.647422,0.412154,-0.235268
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,agglomerative_complete,4,ok,4,0,0.35115,0.363365,0.475252,0.487072,0.012215,0.35115,0.363365,0.012215
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,spectral_nearest,4,ok,4,0,0.284018,0.406381,0.47814,0.537799,0.122363,0.284018,0.406381,0.122363
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,microscopic_system,spectral_rbf,4,ok,4,0,0.320141,0.484958,0.493217,0.606768,0.164817,0.320141,0.484958,0.164817
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,no_rd_no_ks,EW/KPZ/BD/Eden,160,4,2,variable_density,hdbscan,,ok,3,21,0.520602,0.413059,0.594941,0.558327,-0.107543,0.745472,0.461859,-0.283614
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,kmeans,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,gmm_full,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,gmm_diag,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,agglomerative_ward,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,agglomerative_average,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,agglomerative_complete,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,spectral_nearest,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,universality,spectral_rbf,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,kmeans,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,gmm_full,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,gmm_diag,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,agglomerative_ward,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,agglomerative_average,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,agglomerative_complete,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,spectral_nearest,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,microscopic_system,spectral_rbf,2,ok,2,0,1,1,1,1,0,1,1,0
exponent_exp69_69000,results_exp70_matched_codex_sweep_full_exp69_seed69000\summary.json,effective_exponent,matched effective exponent geometry,exp69,69000,ew_kpz_only,EW/KPZ only,80,2,2,variable_density,hdbscan,,ok,2,2,0.951862,0.951862,0.933185,0.933185,0,1,1,0
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,kmeans,4,ok,4,0,0.516911,0.372227,0.629683,0.540188,-0.144683,0.516911,0.372227,-0.144683
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,gmm_full,4,ok,4,0,0.553225,0.504484,0.727978,0.659238,-0.0487401,0.553225,0.504484,-0.0487401
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,gmm_diag,4,ok,4,0,0.536362,0.383981,0.694085,0.583906,-0.152381,0.536362,0.383981,-0.152381
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,agglomerative_ward,4,ok,4,0,0.611248,0.348182,0.719564,0.597039,-0.263066,0.611248,0.348182,-0.263066
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,agglomerative_average,4,ok,4,0,0.624868,0.354666,0.720488,0.598674,-0.270202,0.624868,0.354666,-0.270202
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,agglomerative_complete,4,ok,4,0,0.562421,0.33853,0.618907,0.532721,-0.223891,0.562421,0.33853,-0.223891
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,spectral_nearest,4,ok,4,0,0.518983,0.381443,0.664475,0.563042,-0.13754,0.518983,0.381443,-0.13754
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,universality,spectral_rbf,4,ok,4,0,0.600138,0.353734,0.680751,0.572045,-0.246404,0.600138,0.353734,-0.246404
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,kmeans,6,ok,6,0,0.408167,0.434857,0.57139,0.534123,0.0266897,0.408167,0.434857,0.0266897
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,gmm_full,6,ok,6,0,0.460426,0.484696,0.646038,0.611236,0.0242694,0.460426,0.484696,0.0242694
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,gmm_diag,6,ok,6,0,0.389271,0.446456,0.607495,0.596812,0.0571852,0.389271,0.446456,0.0571852
exponent_exp69_70000,results_exp70_matched_codex_sweep_full_exp69_seed70000\summary.json,effective_exponent,matched effective exponent geometry,exp69,70000,all_six,EW/KPZ/BD/Eden/RD/KS,240,6,4,microscopic_system,agglomerative_ward,6,ok,6,0,0.408271,0.444978,0.585636,0.549457,0.0367075,0.408271,0.444978,0.0367075
