source,protocol,seed_start,representation,representation_key,representation_family,subset,systems,n_samples,n_features,n_true_classes,kmeans_ari,kmeans_nmi,hdbscan_ari_all,hdbscan_ari_core,hdbscan_clusters,hdbscan_noise
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.495781,0.743848,0.554699,0.558565,6,3
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.34647,0.598106,0.44881,0.452377,5,7
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.4648,0.466932,5,3
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.305459,0.295087,4,6
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,0.975305,1,2,1
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,9,4,0.495781,0.743848,0.448674,0.318493,4,40
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,9,3,0.0197044,0.306337,0.279475,0.155002,4,28
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,9,3,0.165968,0.394728,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,9,2,0.246445,0.343711,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,9,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.469378,0.632164,0.40768,0.557224,7,36
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.436356,0.569925,0.52145,0.537478,2,2
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.404031,0.598734,0.538283,0.538283,2,0
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.19872,0.25159,0.24864,0.432193,3,35
results_exp70_matched_codex_matrix_full_equal_seed73000\matched_matrices.npz,equal,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,0.519547,0.422942,0.901133,1,2,4
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,single-L features,single_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,10,4,0.243671,0.557886,0.526711,0.528071,7,1
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,single-L features,single_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,10,3,0.34647,0.598106,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,single-L features,single_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,10,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,single-L features,single_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,10,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,single-L features,single_L_features,feature,ew_kpz_only,EW/KPZ only,80,10,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,raw multi-L features,multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.495781,0.743848,0.434003,0.427857,5,26
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.34647,0.598106,0.317119,0.240925,4,40
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.390098,0.31164,4,28
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,-0.0586781,-0.072455,2,1
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,0.72573,1,2,12
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,7,4,0.495781,0.743848,0.53486,0.541222,6,10
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,7,3,0.0197044,0.306337,0.45082,0.452638,5,7
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,7,3,0.34647,0.598106,0.318493,0.318493,4,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,7,2,-0.0707071,0.151066,0.0535714,0.0535714,3,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,7,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.90171,0.901156,0.879193,0.959571,5,14
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.843234,0.817451,0.545201,0.544392,2,1
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.936031,0.919474,0.489251,0.479801,3,5
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.921943,0.863954,0.520602,0.745472,3,21
results_exp70_matched_codex_matrix_full_exp69_seed69000\matched_matrices.npz,exp69,69000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,1,1,0.951862,1,2,2
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,single-L features,single_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,10,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,single-L features,single_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,10,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,single-L features,single_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,10,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,single-L features,single_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,10,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,single-L features,single_L_features,feature,ew_kpz_only,EW/KPZ only,80,10,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,raw multi-L features,multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.495781,0.743848,0.554127,0.558484,6,3
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.34647,0.598106,0.455341,0.459519,5,5
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.468869,0.470515,5,2
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.285062,0.318676,4,10
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,8,4,0.495781,0.743848,0.526923,0.507401,6,25
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,8,3,0.0197044,0.306337,0.431522,0.39935,5,22
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,8,3,0.508032,0.674779,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,8,2,0.259133,0.350697,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,8,2,1,1,0.975305,1,2,1
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.516911,0.629683,0.637248,0.670262,3,6
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.374539,0.481076,0.545201,0.544392,2,1
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.386448,0.518126,0.538283,0.538283,2,0
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.0900332,0.0505959,-0.043906,-0.0118074,4,78
results_exp70_matched_codex_matrix_full_exp69_seed70000\matched_matrices.npz,exp69,70000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,-0.0102561,0.00181029,0.317352,0.519757,4,19
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,single-L features,single_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,10,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,single-L features,single_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,10,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,single-L features,single_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,10,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,single-L features,single_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,10,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,single-L features,single_L_features,feature,ew_kpz_only,EW/KPZ only,80,10,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,raw multi-L features,multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.495781,0.743848,0.523792,0.540962,6,9
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.34647,0.598106,0.425452,0.439368,5,12
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.44881,0.458505,5,7
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.290921,0.278969,4,10
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,9,4,0.495781,0.743848,0.41398,0.358009,5,28
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,9,3,0.0197044,0.306337,0.273055,0.188733,4,23
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,9,3,0.0651438,0.317047,0.313982,0.319317,4,1
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,9,2,-0.0707071,0.151066,0.0491492,0.0521521,3,1
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,9,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.51017,0.657045,0.389872,0.477068,7,24
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.451081,0.545227,0.538283,0.538283,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.508341,0.631388,0.538283,0.538283,2,0
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.245399,0.256118,-0.102666,-0.0910745,2,11
results_exp70_matched_codex_matrix_full_exp69_seed71000\matched_matrices.npz,exp69,71000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,0.352811,0.364646,0.14022,0.194086,3,18
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,single-L features,single_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,10,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,single-L features,single_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,10,3,0.34647,0.598106,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,single-L features,single_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,10,3,0.0197044,0.306337,0.435389,0.436186,6,1
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,single-L features,single_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,10,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,single-L features,single_L_features,feature,ew_kpz_only,EW/KPZ only,80,10,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,raw multi-L features,multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.495781,0.743848,0.566243,0.47769,5,40
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.34647,0.598106,0.444732,0.306607,4,44
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.353089,0.350162,3,2
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,-0.0465192,-0.0741294,2,2
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,0.951862,1,2,2
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,7,4,0.495781,0.743848,0.415752,0.412406,5,11
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,7,3,0.0197044,0.306337,0.439741,0.441564,5,10
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,7,3,0.509112,0.608516,0.468869,0.470515,5,2
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,7,2,0.482481,0.481986,0.324566,0.323548,4,1
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,7,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.634048,0.743222,0.575806,0.764405,5,33
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.699355,0.687243,0.634769,0.83672,4,24
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.817002,0.811345,0.538283,0.538283,2,0
