min_cluster_size,min_samples,hdbscan_clusters,hdbscan_noise,hdbscan_all_ari,hdbscan_all_nmi,hdbscan_non_noise_ari,hdbscan_non_noise_nmi,kmeans_ari,kmeans_nmi,knn3_accuracy,knn3_std
5,1,9,21,0.4370742528948637,0.6635622996961442,0.4306247635982288,0.6664631687196978,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
5,3,6,12,0.4594157025500167,0.6928306439594627,0.4593360957800974,0.7069277251429588,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
5,5,4,3,0.49193897630239375,0.7327748105764157,0.49527707925041164,0.7426764778210356,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
5,10,4,4,0.49019516114637024,0.730334792136276,0.4936999945075451,0.7418847171011489,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
10,1,4,0,0.4979035639412998,0.7438478550696792,0.4979035639412998,0.7438478550696792,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
10,3,4,1,0.4960916941110373,0.7405103730927541,0.4963351060312195,0.7430736897469615,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
10,5,4,3,0.49193897630239375,0.7327748105764157,0.49527707925041164,0.7426764778210356,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
10,10,4,4,0.49019516114637024,0.730334792136276,0.4936999945075451,0.7418847171011489,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
12,1,4,0,0.4979035639412998,0.7438478550696792,0.4979035639412998,0.7438478550696792,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
12,3,4,1,0.4960916941110373,0.7405103730927541,0.4963351060312195,0.7430736897469615,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
12,5,4,3,0.49193897630239375,0.7327748105764157,0.49527707925041164,0.7426764778210356,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
12,10,4,4,0.49019516114637024,0.730334792136276,0.4936999945075451,0.7418847171011489,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
24,1,4,0,0.4979035639412998,0.7438478550696792,0.4979035639412998,0.7438478550696792,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
24,3,4,1,0.4960916941110373,0.7405103730927541,0.4963351060312195,0.7430736897469615,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
24,5,4,3,0.49193897630239375,0.7327748105764157,0.49527707925041164,0.7426764778210356,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
24,10,4,4,0.49019516114637024,0.730334792136276,0.4936999945075451,0.7418847171011489,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
48,1,4,0,0.4979035639412998,0.7438478550696792,0.4979035639412998,0.7438478550696792,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
48,3,4,1,0.4960916941110373,0.7405103730927541,0.4963351060312195,0.7430736897469615,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
48,5,4,3,0.49193897630239375,0.7327748105764157,0.49527707925041164,0.7426764778210356,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
48,10,4,4,0.49019516114637024,0.730334792136276,0.4936999945075451,0.7418847171011489,0.18458358827569296,0.4936498411271115,0.8479166666666668,0.010622957319984964
